Label	golang_recent
repos_apriori_3_80	0.43989400000000000723
repos_hierarchy_1000_0p005000	0.22361800000000001121
repos_hierarchy_3000_0p005000	0.22278899999999998705
repos_logistic_0p000010	0.05581599999999999756
