Label	golang_recent	top_starred_repos	top_pushed_repos	ruby_recent
users_apriori	0.22877400000000000513	0.48754300000000000415	0.40249099999999998767	0.39605400000000001715
users_hierarchy	0.15865299999999998848	0.01301599999999999979	0.02842300000000000035	0.02008400000000000116
users_logistic	0.08280200000000000060	0.82981700000000002682	0.00778199999999999985	0.09435799999999999743
