Label	golang_recent	top_starred_repos	top_pushed_repos	ruby_recent
users_apriori	0.88815800000000000303	0.89610400000000001164	0.83636399999999999633	0.97396400000000005193
users_hierarchy	0.99378299999999997194	0.98405100000000000904	0.95295799999999997176	0.74515399999999998304
users_logistic	0.66087300000000004374	0.90763700000000002710	0.95866799999999996462	0.00000000000000000000
