Label	golang_recent
repos_apriori_3_80	0.35714299999999998825
repos_hierarchy_1000_0p005000	0.07076499999999999457
repos_hierarchy_3000_0p005000	0.07050399999999999723
repos_logistic_0p000010	0.74605900000000002770
