Label	golang_recent
repos_apriori_3_80	0.98831500000000005457
repos_hierarchy_1000_0p005000	0.99521099999999995678
repos_hierarchy_3000_0p005000	0.99520900000000001029
repos_logistic_0p000010	0.74571900000000002073
